stock_code,Average MAPE of val data_set,Average MAPE of test data_set,Iteration_number,Training data_set size,Validation data_set size,testing data_set size,model_name,(data with sma5, ema5, ema10, ema30)
000001.SZ,6.11594021320343,23.260302448272704,10,1291,simple_stacked_lstm_stock_1
000002.SZ,5.61396222114563,5.018779325485229,10,1190,simple_stacked_lstm_stock_1
000008.SZ,3.5272910714149477,2.370675492286682,10,1238,simple_stacked_lstm_stock_1
000009.SZ,28.307310104370117,6.340097188949585,10,1291,simple_stacked_lstm_stock_1
000027.SZ,6.158915758132935,93.89580879211425,10,1291,simple_stacked_lstm_stock_1
000001.SZ,6.237852144241333,26.72437973022461,10,1291,simple_stacked_lstm_stock_1_plus
000002.SZ,5.954079604148864,5.68695855140686,10,1190,simple_stacked_lstm_stock_1_plus
000008.SZ,5.119305825233459,2.9200348019599915,10,1238,simple_stacked_lstm_stock_1_plus
000009.SZ,32.493339729309085,8.206193161010741,10,1291,simple_stacked_lstm_stock_1_plus
000027.SZ,7.553269720077514,128.46970863342284,10,1291,simple_stacked_lstm_stock_1_plus
000001.SZ,23.390473556518554,7.184379768371582,10,1129,242,243,simple_stacked_lstm_stock_1_plus
000001.SZ,11.272115993499757,45.728276062011716,10,3497,749,750,simple_stacked_lstm_stock_1
000001.SZ,15.530418825149535,68.4865821838379,10,3497,749,750,simple_stacked_lstm_stock_1_plus
